:ID(Body-ID),bodyId:long,pre:int,post:int,status:string,statusLabel:string,cropped:boolean,instance:string,type:string,primaryNeurite:string,somaLocation:point{srid:9157},somaRadius:float,size:long,roiInfo:string,:LABEL,alpha1:boolean,alpha2:boolean,alpha3:boolean
9352834,9352834,0,3,Traced,Roughly traced,,Irrelevant,,,,,1335826,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
9436419,9436419,0,1,,,,,,,,,3068,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9552597,9552597,0,1,,,,,,,,,849,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9506723,9506723,0,1,,,,,,,,,229056,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9511277,9511277,0,1,,,,,,,,,7254,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9669738,9669738,0,2,,,,,,,,,6875,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9509747,9509747,0,2,,,,,,,,,10857,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9511739,9511739,0,1,,,,,,,,,2052,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9550464,9550464,0,2,,,,,,,,,4521,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9545815,9545815,0,1,,,,,,,,,2854,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9552233,9552233,0,1,,,,,,,,,2761,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9584165,9584165,1,0,,,,,,,,,5,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9615263,9615263,0,2,,,,,,,,,3990,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9608159,9608159,0,1,,,,,,,,,42459,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9663748,9663748,0,1,,,,,,,,,354571,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9669554,9669554,0,2,,,,,,,,,24988,"{}",Segment;mushroombody_Segment,,,
8892109,8892109,0,1,,,,,,,,,1806803,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9018351,9018351,0,1,,,,,,,,,2823,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9141460,9141460,0,1,,,,,,,,,8624,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9073654,9073654,0,1,,,,,,,,,1823,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9205480,9205480,0,1,,,,,,,,,184089,"{}",Segment;mushroombody_Segment,,,
9090697,9090697,0,8,Traced,Roughly traced,,Irrelevant,,,,,2865882,"{""alpha2"": {""post"": 8}}",Segment;mushroombody_Segment,,true,
9188995,9188995,1,0,,,,,,,,,955548,"{}",Segment;mushroombody_Segment,,,
9019404,9019404,0,1,,,,,,,,,732,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9141394,9141394,0,1,,,,,,,,,10877,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9375880,9375880,0,1,,,,,,,,,1725,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9249600,9249600,0,1,,,,,,,,,3675,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9492711,9492711,0,1,,,,,,,,,20468,"{}",Segment;mushroombody_Segment,,,
9493817,9493817,1,0,,,,,,,,,2289,"{}",Segment;mushroombody_Segment,,,
9553840,9553840,0,1,,,,,,,,,864,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9371130,9371130,0,4,Orphan,Orphan,,Others,,,,,6456,"{""alpha2"": {""post"": 4}}",Segment;mushroombody_Segment,,true,
9553972,9553972,0,1,,,,,,,,,2348,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9677202,9677202,1,0,,,,,,,,,2804,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9675735,9675735,0,1,,,,,,,,,8257,"{}",Segment;mushroombody_Segment,,,
8952475,8952475,0,3,Orphan,Orphan,,,,,,,18682,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
8947933,8947933,0,2,Orphan,Orphan,,Others-orphan,,,,,23562,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
8905338,8905338,0,29,Traced,Roughly traced,,MBON-13,,,,,395506464,"{""alpha2"": {""post"": 7}, ""alpha1"": {""post"": 2}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,
63179415,63179415,0,2,Orphan,Orphan,,Others-orphan,,,,,2563855,"{}",Segment;mushroombody_Segment,,,
63809177,63809177,0,2,,,,,,,,,14330,"{}",Segment;mushroombody_Segment,,,
63808707,63808707,1,0,,,,,,,,,1804,"{}",Segment;mushroombody_Segment,,,
8910620,8910620,0,2,,,,,,,,,3339,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
63809182,63809182,1,0,,,,,,,,,2629,"{}",Segment;mushroombody_Segment,,,
8978448,8978448,0,1,,,,,,,,,4893,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
8907752,8907752,1,0,,,,,,,,,2024,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9146799,9146799,0,1,,,,,,,,,4358,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9027173,9027173,0,1,,,,,,,,,989,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9023915,9023915,1,0,,,,,,,,,2032,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9086152,9086152,1,0,,,,,,,,,1412,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9311458,9311458,1,0,,,,,,,,,3906,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
12590348,12590348,0,1,,,,,,,,,7487,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9201347,9201347,0,1,,,,,,,,,15195,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9445816,9445816,0,1,,,,,,,,,5245,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9449422,9449422,0,1,,,,,,,,,7013,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9446364,9446364,0,1,,,,,,,,,17118,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9444852,9444852,0,2,,,,,,,,,36145,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9379090,9379090,0,2,,,,,,,,,6261,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9378518,9378518,1,1,,,,,,,,,51654,"{""alpha2"": {""pre"": 1, ""post"": 1}}",Segment;mushroombody_Segment,,true,
9562059,9562059,1,1,,,,,,,,,4611,"{""alpha2"": {""pre"": 1, ""post"": 1}}",Segment;mushroombody_Segment,,true,
9680220,9680220,1,0,,,,,,,,,1353,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9679336,9679336,0,2,,,,,,,,,18703,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9561843,9561843,0,2,,,,,,,,,12987,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9560488,9560488,0,1,,,,,,,,,4932,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
160856175,160856175,0,1,,,,,,,,,2835543,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
8913038,8913038,1,0,,,,,,,,,1000,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
200004885,200004885,0,1,,,,,,,,,952099,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9151427,9151427,0,2,Orphan,Orphan,,Others-orphan,,,,,53072,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9088325,9088325,0,4,Orphan,Orphan,,Others-orphan,,,,,18337,"{""alpha2"": {""post"": 4}}",Segment;mushroombody_Segment,,true,
9150942,9150942,0,3,Orphan,Orphan,,Others-orphan,,,,,50898,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
9089531,9089531,0,1,,,,,,,,,4684,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9194994,9194994,0,1,,,,,,,,,81397,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9673514,9673514,0,7,Traced,Roughly traced,,Others,,,,,41623414,"{""alpha2"": {""post"": 5}}",Segment;mushroombody_Segment,,true,
9325657,9325657,0,1,,,,,,,,,390,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9390418,9390418,0,2,,,,,,,,,19201,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9451667,9451667,0,1,Orphan,Orphan,,,,,,,28389,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9462010,9462010,0,5,Orphan,Orphan,,Others-orphan,,,,,57605,"{""alpha2"": {""post"": 5}}",Segment;mushroombody_Segment,,true,
9458486,9458486,0,3,Orphan,Orphan,,Others-orphan,,,,,50960,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
9636465,9636465,0,1,,,,,,,,,5700,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9683465,9683465,1,2,Traced,Leaves,true,Others,,,,,16924185,"{}",Segment;mushroombody_Segment,,,
9683858,9683858,1,0,,,,,,,,,1582,"{}",Segment;mushroombody_Segment,,,
65487700,65487700,0,1,,,,,,,,,4209,"{}",Segment;mushroombody_Segment,,,
65486604,65486604,0,1,,,,,,,,,2901,"{}",Segment;mushroombody_Segment,,,
65487026,65487026,0,1,,,,,,,,,2239,"{}",Segment;mushroombody_Segment,,,
9629031,9629031,0,2,Traced,Leaves,true,Others,,,,,79944,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
65474066,65474066,0,1,,,,,,,,,914885,"{}",Segment;mushroombody_Segment,,,
65484137,65484137,0,1,,,,,,,,,49354,"{}",Segment;mushroombody_Segment,,,
65483968,65483968,0,1,,,,,,,,,4775,"{}",Segment;mushroombody_Segment,,,
65484053,65484053,0,1,,,,,,,,,1905,"{}",Segment;mushroombody_Segment,,,
65438405,65438405,2,0,Assign,0.5assign,,,,,,,3502104,"{}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,,,
65481845,65481845,0,1,,,,,,,,,34055,"{}",Segment;mushroombody_Segment,,,
65487374,65487374,0,1,,,,,,,,,171648,"{}",Segment;mushroombody_Segment,,,
65487393,65487393,0,1,,,,,,,,,31503,"{}",Segment;mushroombody_Segment,,,
63841749,63841749,1,0,,,,,,,,,8525,"{}",Segment;mushroombody_Segment,,,
8986925,8986925,0,2,,,,,,,,,2052,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
8959449,8959449,1,0,,,,,,,,,1308,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9770655,9770655,0,2,,,,,,,,,301177,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
8960130,8960130,0,1,,,,,,,,,6703,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9162587,9162587,1,1,,,,,,,,,2288,"{""alpha2"": {""pre"": 1, ""post"": 1}}",Segment;mushroombody_Segment,,true,
9044473,9044473,1,0,,,,,,,,,11,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9153365,9153365,0,1,,,,,,,,,19238,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9206881,9206881,1,0,,,,,,,,,2044,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9207105,9207105,0,5,Orphan,Orphan,,Others-orphan,,,,,66094,"{""alpha2"": {""post"": 5}}",Segment;mushroombody_Segment,,true,
9034360,9034360,0,2,,,,,,,,,10172,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9038556,9038556,1,0,,,,,,,,,1322,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9162398,9162398,0,2,,,,,,,,,15896,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9161308,9161308,1,1,,,,,,,,,2471,"{""alpha2"": {""pre"": 1, ""post"": 1}}",Segment;mushroombody_Segment,,true,
9267427,9267427,0,1,,,,,,,,,1767,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9480311,9480311,0,1,,,,,,,,,7,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9392803,9392803,0,1,,,,,,,,,26933,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9326824,9326824,1,0,,,,,,,,,1284,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9469913,9469913,0,1,,,,,,,,,6476,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9463095,9463095,0,1,,,,,,,,,8238,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9393077,9393077,0,2,,,,,,,,,25029,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9685022,9685022,0,1,,,,,,,,,43580,"{}",Segment;mushroombody_Segment,,,
9642215,9642215,0,2,Orphan,Orphan,,Others-orphan,,,,,22748,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9472593,9472593,0,3,Orphan,Orphan,,Others-orphan,,,,,27021,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
9684976,9684976,0,1,,,,,,,,,5692,"{}",Segment;mushroombody_Segment,,,
9684573,9684573,0,1,,,,,,,,,5411,"{}",Segment;mushroombody_Segment,,,
9466359,9466359,4,0,Traced,Roughly traced,,Others-alpha prime,,,,,20349855,"{}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,,,
9687557,9687557,0,2,,,,,,,,,19596,"{}",Segment;mushroombody_Segment,,,
64921820,64921820,0,1,,,,,,,,,59475,"{}",Segment;mushroombody_Segment,,,
64915309,64915309,0,1,,,,,,,,,24947,"{}",Segment;mushroombody_Segment,,,
9574749,9574749,0,3,Orphan,Orphan,,Others-orphan,,,,,12451,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
64919299,64919299,0,1,,,,,,,,,5018,"{}",Segment;mushroombody_Segment,,,
64920962,64920962,0,1,,,,,,,,,5311,"{}",Segment;mushroombody_Segment,,,
64918024,64918024,0,1,,,,,,,,,35627,"{}",Segment;mushroombody_Segment,,,
64920580,64920580,0,1,,,,,,,,,9078,"{}",Segment;mushroombody_Segment,,,
64919561,64919561,0,1,,,,,,,,,38893,"{}",Segment;mushroombody_Segment,,,
64918475,64918475,0,1,,,,,,,,,17993,"{}",Segment;mushroombody_Segment,,,
9573832,9573832,0,5,Orphan,Orphan,,Others-orphan,,,,,30250,"{""alpha2"": {""post"": 5}}",Segment;mushroombody_Segment,,true,
9646288,9646288,0,3,Orphan,Orphan,,Others-orphan,,,,,9909,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9770300,9770300,0,1,,,,,,,,,1395,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
8447102,8447102,2,1,Traced,Roughly traced,,KC-alpha prime,,,,,21609346,"{}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,,,
200011918,200011918,0,2,,,,,,,,,39038,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9165731,9165731,0,1,,,,,,,,,2925,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9180304,9180304,1,2,Traced,Roughly traced,,KC-alpha prime,,,,,13981240,"{}",Segment;mushroombody_Segment,,,
9165002,9165002,0,1,,,,,,,,,1679,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9812945,9812945,0,1,,,,,,,,,30172,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9042602,9042602,0,1,,,,,,,,,624,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9040862,9040862,0,1,,,,,,,,,2956,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9213144,9213144,0,2,,,,,,,,,10526,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9268856,9268856,0,1,,,,,,,,,2276,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9270617,9270617,1,0,,,,,,,,,3269,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9474101,9474101,0,2,,,,,,,,,15143,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9471733,9471733,0,2,,,,,,,,,18802,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
10387682,10387682,0,1,,,,,,,,,2376,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10386090,10386090,0,1,,,,,,,,,3274,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9688676,9688676,0,1,,,,,,,,,13883,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9688633,9688633,0,1,,,,,,,,,3333,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9688029,9688029,0,1,,,,,,,,,9396,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9688122,9688122,0,1,,,,,,,,,11187,"{}",Segment;mushroombody_Segment,,,
9688685,9688685,0,1,,,,,,,,,8246,"{}",Segment;mushroombody_Segment,,,
10389466,10389466,0,3,Orphan,Orphan,,Others-orphan,,,,,13666,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
10454312,10454312,0,1,,,,,,,,,4631,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10454225,10454225,0,1,,,,,,,,,11921,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9580762,9580762,0,6,Orphan,Orphan,,Others-orphan,,,,,61048,"{""alpha2"": {""post"": 6}}",Segment;mushroombody_Segment,,true,
9675539,9675539,0,1,,,,,,,,,52318,"{}",Segment;mushroombody_Segment,,,
9580772,9580772,0,1,,,,,,,,,6238,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9651247,9651247,0,1,,,,,,,,,14307,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9724714,9724714,0,5,Orphan,Orphan,,Others-orphan,,,,,41863,"{""alpha2"": {""post"": 5}}",Segment;mushroombody_Segment,,true,
9878175,9878175,1,1,,,,,,,,,4740,"{""alpha2"": {""pre"": 1, ""post"": 1}}",Segment;mushroombody_Segment,,true,
9938741,9938741,0,1,,,,,,,,,2322,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9936831,9936831,0,2,,,,,,,,,15311,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
9939072,9939072,0,1,,,,,,,,,2228,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9817623,9817623,0,5,Orphan,Orphan,,Others-orphan,,,,,21024,"{""alpha2"": {""post"": 5}}",Segment;mushroombody_Segment,,true,
9976425,9976425,0,10,Orphan,Orphan,,Others-orphan,,,,,253734,"{""alpha2"": {""post"": 10}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,,true,
10051856,10051856,0,1,,,,,,,,,1043,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10179932,10179932,0,3,Orphan,Orphan,,Others-orphan,,,,,10132,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
10244321,10244321,0,2,,,,,,,,,6486,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
10243311,10243311,1,0,,,,,,,,,2349,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
10110918,10110918,0,1,,,,,,,,,4523,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10114607,10114607,0,1,,,,,,,,,13676,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10181203,10181203,0,1,,,,,,,,,573,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10181982,10181982,0,1,,,,,,,,,850,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10185296,10185296,0,4,Orphan,Orphan,,Others-orphan,,,,,19984,"{""alpha2"": {""post"": 4}}",Segment;mushroombody_Segment,,true,
200002306,200002306,0,1,,,,,,,,,1625,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10380426,10380426,0,1,,,,,,,,,42,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10333039,10333039,0,3,Orphan,Orphan,,Others-orphan,,,,,14753,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
10455419,10455419,0,1,,,,,,,,,12647,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10389430,10389430,0,2,Orphan,Orphan,,Others-orphan,,,,,21895,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
10392515,10392515,0,1,,,,,,,,,8138,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10389761,10389761,0,1,,,,,,,,,4670,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10380422,10380422,1,0,,,,,,,,,8,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9695501,9695501,0,1,,,,,,,,,1132,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
70236220,70236220,1,0,,,,,,,,,1749,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
8107808,8107808,0,3,Traced,Leaves,true,KC-alpha prime,,,,,19016457,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
400644405,400644405,0,1,,,,,,,,,2684,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10188137,10188137,0,1,,,,,,,,,4443,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10253377,10253377,0,1,,,,,,,,,7118,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10185894,10185894,1,0,,,,,,,,,2154,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
10184910,10184910,0,1,,,,,,,,,1502,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10062128,10062128,0,1,,,,,,,,,4963,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10459134,10459134,0,1,,,,,,,,,17999,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10344002,10344002,1,0,,,,,,,,,1950,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
10461596,10461596,0,2,,,,,,,,,5824,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
200015409,200015409,3,0,Traced,Roughly traced,,KC-alpha prime,,,,,58521698,"{}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,,,
10315435,10315435,0,2,,,,,,,,,30301,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
10245605,10245605,0,3,Traced,Roughly traced,,Others-alpha prime,,,,,106584554,"{}",Segment;mushroombody_Segment,,,
71873994,71873994,0,2,,,,,,,,,9943,"{}",Segment;mushroombody_Segment,,,
71212388,71212388,0,1,,,,,,,,,24773,"{}",Segment;mushroombody_Segment,,,
71875380,71875380,0,1,,,,,,,,,7944,"{}",Segment;mushroombody_Segment,,,
71873645,71873645,1,0,,,,,,,,,2242,"{}",Segment;mushroombody_Segment,,,
10339707,10339707,0,2,,,,,,,,,7265,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
71870040,71870040,0,1,,,,,,,,,3524,"{}",Segment;mushroombody_Segment,,,
71866652,71866652,0,1,,,,,,,,,7221,"{}",Segment;mushroombody_Segment,,,
71867966,71867966,0,1,,,,,,,,,6654,"{}",Segment;mushroombody_Segment,,,
71869518,71869518,0,1,,,,,,,,,12091,"{}",Segment;mushroombody_Segment,,,
70748745,70748745,1,0,,,,,,,,,6593376,"{}",Segment;mushroombody_Segment,,,
71870759,71870759,0,1,,,,,,,,,16789,"{}",Segment;mushroombody_Segment,,,
71870050,71870050,0,1,,,,,,,,,1845,"{}",Segment;mushroombody_Segment,,,
71863771,71863771,0,1,,,,,,,,,22258,"{}",Segment;mushroombody_Segment,,,
71873403,71873403,0,1,,,,,,,,,1744,"{}",Segment;mushroombody_Segment,,,
71871284,71871284,0,2,,,,,,,,,24159,"{}",Segment;mushroombody_Segment,,,
71873169,71873169,0,2,,,,,,,,,8306,"{}",Segment;mushroombody_Segment,,,
71872499,71872499,0,2,,,,,,,,,10856,"{}",Segment;mushroombody_Segment,,,
71872390,71872390,0,2,,,,,,,,,31495,"{}",Segment;mushroombody_Segment,,,
71874742,71874742,0,1,,,,,,,,,4097,"{}",Segment;mushroombody_Segment,,,
71874124,71874124,0,1,,,,,,,,,2553,"{}",Segment;mushroombody_Segment,,,
71872727,71872727,0,1,,,,,,,,,5540,"{}",Segment;mushroombody_Segment,,,
71871507,71871507,0,1,,,,,,,,,7229,"{}",Segment;mushroombody_Segment,,,
71867734,71867734,0,1,,,,,,,,,31545,"{}",Segment;mushroombody_Segment,,,
71874268,71874268,0,1,,,,,,,,,9233,"{}",Segment;mushroombody_Segment,,,
71865135,71865135,0,1,,,,,,,,,16931,"{}",Segment;mushroombody_Segment,,,
71874019,71874019,0,1,,,,,,,,,2650,"{}",Segment;mushroombody_Segment,,,
71874888,71874888,0,1,,,,,,,,,9949,"{}",Segment;mushroombody_Segment,,,
9697098,9697098,0,1,,,,,,,,,9976,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9886174,9886174,1,0,,,,,,,,,60135,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9702090,9702090,0,1,,,,,,,,,174242,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
9891062,9891062,1,0,,,,,,,,,978,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
9891532,9891532,0,3,Orphan,Orphan,,Others-orphan,,,,,22019,"{""alpha2"": {""post"": 3}}",Segment;mushroombody_Segment,,true,
9956536,9956536,1,1,,,,,,,,,3504,"{""alpha2"": {""pre"": 1, ""post"": 1}}",Segment;mushroombody_Segment,,true,
9958292,9958292,0,1,,,,,,,,,15360,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10011689,10011689,1,0,,,,,,,,,1545,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
200004872,200004872,0,1,,,,,,,,,690,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10014891,10014891,1,0,,,,,,,,,2530,"{""alpha2"": {""pre"": 1}}",Segment;mushroombody_Segment,,true,
10013273,10013273,0,1,,,,,,,,,5259,"{""alpha2"": {""post"": 1}}",Segment;mushroombody_Segment,,true,
10012879,10012879,0,2,,,,,,,,,67678,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
10194170,10194170,0,2,,,,,,,,,5470,"{""alpha2"": {""post"": 2}}",Segment;mushroombody_Segment,,true,
