project_id:ID(Project),acronym,title,status
101152180,IRMA,Integrated Refined Multiscale Approach for innovative lightweight structures,SIGNED
101152186,ECOCIT,"Visions of economic citizenship in early welfare state France: networks, ideas, and European interwar legacies.",SIGNED
101152192,PHYTOLIM,Phytoplankton photosynthesis and physiology under P limitation within a context of diversity,CLOSED
101152197,SyDy RoCe,Symplastic Dynamics of Root Cells,SIGNED
101152199,MEFF,Enhancement of Memory- and Energy-related Properties of Fluorite Structured Ferroelectrics,SIGNED
101152202,HI-Twist,Multiscale hierarchical imaging of the spiraled structure of narwhal tusk,SIGNED
101152204,LateFun,"Late-stage photocatalytic functionalization of alkenes and 1,3-dienes",CLOSED
101152206,BITES,Beyond Bones: Integrating Statistics and Machine Learning Tools into Archaeological Evidence to Decode Neanderthal-Carnivore Scenarios,SIGNED
101152209,MiniMI,Generating a 3D Micro necroptosis induced Myocardial Infarction model,SIGNED
101152219,EFFECT,Endophytic Fungi For pEst ConTrol,SIGNED
101152220,Mammalian MBT,Mid-blastula transition in mammalian embryos,SIGNED
101152222,ESSA,Symbolism and Iconography of Ancient Egypt and Sub-Saharan Africa,SIGNED
101152223,PELFE,Toward Perovskite-based Electrically Pumped Laser via Facile Facet Engineering,SIGNED
101152236,AGE2M,Accelerating geometrically exact metamaterial modelling,SIGNED
101152238,MyReL,Reducing myopia progression with red light therapy: Treatment mechanisms and safety levels.,SIGNED
101152245,Metamorphosis,Climate Metamorphosis for urban post-disaster recovery,SIGNED
101152247,POPULAV,Does population size structure affect larval viability in marine fish? Insights into maternal investment using stable isotopes,SIGNED
101152254,MiKidSton,Deciphering mineralogical and compositional properties of kidney stones: Implications for formation mechanism and potential treatments,SIGNED
101152258,HASPS,Hide and Seek: Exploring PFAS Accumulated in Urban Sludge,SIGNED
101152260,IMMSYM,Mechanistic insight into immune control of cnidarian endosymbiosis,SIGNED
101152268,NETRePerform,Narrative and Embodied Temporality: Revisiting Performativity,SIGNED
101152275,6G-LUNAR,"6G Localization: The union of non-terrestrial, terrestrial networks, and RIS",SIGNED
101152276,CatHyMiNi,Catalytic HTL Coupled to MIcrowave pretreatment for low Nitrogen microalgal biocrude,SIGNED
101152277,GRABEn,Geoarchaeology of Ancient Burials in their Environment,SIGNED
101152280,MODCHILD,"Modernist Childhoods: The Figure of the Child in Women's Fiction, 1890-1950",SIGNED
101152284,StanDUP,Static and Dynamic aproaches: A Unified Framework for Predicting Quantum Yields of Excited State Processes,CLOSED
101152298,I3,Innovative Imaging Insights (I3): Development of MR-compatible Bioreactors for Tissue Engineered Heart Valves,SIGNED
101152302,SPADYN-SM,Spatiotemporal dynamics of secondary metabolism in the ocean microbiome,TERMINATED
101152308,ReSens-Nature,Restorative Effects of Haptic and Visual Sensory Supplementation of Nature Sounds in VR of Nature for Deaf people,TERMINATED
101152312,UBImmune,Identification of novel therapeutic approaches to target the immune checkpoint protein B7H3,SIGNED
101152322,SMECOCOAT,Eco-friendly smart multifunctional composite coatings for long-lasting corrosion protection of magnesium and its alloys,SIGNED
101152347,SensHolo,Chemosensation in Holothruoids,SIGNED
101152348,TAS,Testimony of stones: a new method in ancient traffic analysis,SIGNED
101152353,WIZBAT,Low-cost and eco-friendly localized water-in-salt electrolyte-based rechargeable anode-free Zn-ion batteries,TERMINATED
101152370,SMARTFACE,N-Heterocyclic Carbenes on Silicon: from Structure to Function,SIGNED
101152383,CryArctic,Cryosphere-hydrosphere-lithosphere interactions under changing climate in Arctic,SIGNED
101152393,COLOSSAL,enhanCed glObaL quantificatiOn and underStanding of nitrouS oxide emissions from Agricultural soiLs,SIGNED
101152394,Condensates,Multisite phosphorylation in biomolecular condensates.,SIGNED
101152400,PROPITIOUS,Liquid liquid phase separation mediated protein fibrillation leading to neurodegenerative diseases,SIGNED
101152408,ECOSYSTEM,thE impaCt Of coSmic raYS on the inTerstEllar Medium,TERMINATED
101152411,MutualistChange,Do mountain plant responses to climate change depend on microbial mutualists?,SIGNED
101152418,OPTSENTUC,Optimizing sensitization for solid-state triplet-triplet annihilation upconversion,SIGNED
101152420,we-will-shock,Quantitative Stability and Regularity of Large Data for Conservation Laws,SIGNED
101152426,LSDAP,Linking Synchronic and Diachronic Analysis of Paradigms,CLOSED
101152427,GLAMOROUS,GLAss and Metal mutual (biO)-coRrosiOn : conservation of mUseum collections in Storage.,TERMINATED
101152437,CORE TENET,CO2 Removal. The Technopolitics of Negative Emissions Technologies,SIGNED
101152448,INFRALIGHT,Collecting Plasmonic Near-Infrared Photons through a Schottky junction,SIGNED
101152450,TECHSTILE,Tailoring and Extending Chemically-assisted Spinning to Textiles Incorporating Liquid crystal-Enhanced functionality,SIGNED
101152452,U-SPY,Artificial metalloenzymes Using SPY protein,SIGNED
101152453,PON-SXT,"Development of a Sustainable, Low-cost and Long-term Lab-on-a-Chip colorimetric paper-based sensor for saxotoxin quantification in water and seafood",SIGNED
101152455,BornThisWay,How vertically transmitted gut microbes and immune genes synergistically direct anti-malarial defence in birds,SIGNED
101152462,PlasmOSS,Plasmon-mediated On-Surface Synthesis,TERMINATED
101152468,Light4Switch,Light4Switch: Conformational Switch of Light-Harvesting Complexes Upon Illuminating Azobenzene,SIGNED
101152469,IONR,Integrated Optomechanical Nanoresonators for Real-Time Single-Molecule Detection Thorugh Photothermal Spectroscopy,SIGNED
101152484,GOHE,Harnessing the Giant Orbital Hall effect for mutual synchronization in nano-oscillators,SIGNED
101152498,TSRA,Developing high-energy tellurium/selenium redox-amphoteric conversion cathode chemistry for aqueous aluminum batteries,SIGNED
101152499,SINFONIA,Towards Seamless climate INFOrmation: merging sub-seasonal and seasonal predictioNs to better manage climate-related rIsks Affecting the wine sector,SIGNED
101152509,ELIaD,The impact of early life infections on non-communicable diseases,SIGNED
101152514,FC,Fishers of Corpses: An Anthropological Archive of Border Communities and their Responses to Migrants' Death in the Central Mediterranean through Art and Ethnography.,SIGNED
101152528,NetDEAL,Streamlining Environmental Impact Assessment complex networks to integrate new EU environmental policies,SIGNED
101152530,ATPsensor,Purine sensors as novel point-of-care devices for seizures and epilepsy,SIGNED
101152531,RStone,Population interconnectivity and technological trajectories in southern Africa during the MIS3 through replicable lithic analysis,SIGNED
101152533,VISADIPLO,EU visa diplomacy in world politics,SIGNED
101152560,TFF2IBDrug,TFF2 production and molecular mechanism studies to support new therapeutic approaches for gut diseases.,SIGNED
101152561,NITROGENIOUS,NITROgen GENetics and physIology fOr Ulva compressa Sustainability,SIGNED
101152566,PNut,A Multi-Isotope Assessment of the past Arctic Nutrient Cycle,SIGNED
101152568,SHIFT-GEN,"SHIFTting the narrative of the climate GENeration: ecology, emotions, and critical thinking in young adult contemporary climate fiction",SIGNED
101152583,MeReMath,Mechanised Reverse Mathematics in the Calculus of Inductive Constructions,SIGNED
101152591,CompAS,Compositional Approximation Schemes,SIGNED
101152592,plasticOME,The evolution of human gut microbiomes in the plastics era,SIGNED
101152599,LeVec,"Molecular characterization of insecticide resistance and transmission competence in sand flies, major vectors of leismaniasis",SIGNED
101152608,TRANSITION,Temporal reconstruction of tRNA abundance during cortical development in progenitor cells,SIGNED
101152610,KN-TRANSFER,Understanding kilonova diversity using radiative transfer simulations with realistic binary neutron star merger ejecta,SIGNED
101152613,New-DMI,Computational studies of new Dzyaloshinsky-Moriya interactions,SIGNED
101152617,EARLINESS,Early and sensitive detection of renal involvement and treatment responses in lupus patients using non-invasive biomarkers,SIGNED
101152619,DIRAQUM,Dirac Photonic Metamaterial for Quantum Light Sources,SIGNED
101152621,IsWINE,Isotope geochemistry to Water pool conservatIon in viNEyards,SIGNED
101152624,DLift,Lifting Design Drawings to 3D,SIGNED
101152630,ISHOD,stable Isotope Study of bone and dental remains: Hydrogen and Oxygen methodological Developments,TERMINATED
101152635,TONES,The Only Free Science: Philosophy Without Presuppositions From Classical German Philosophy to Contemporary Philosophy,SIGNED
101152638,D-PhosMate,Dynamic Peptide-Phosphate-based Hydrogels for Modelling Diseases and Therapeutic Interventions,SIGNED
101152645,PhotoVISTA,Probing the timescales of cyanobacterial photoprotection in vitro with the novel PHOTOactivation VISible Transient Absorption spectroscopy,SIGNED
101152646,REINFORCE,TumoR microEnvIronment Normalization FOR enhanCed photodynamic thErapy,SIGNED
101152658,REMODEL,Structures for modal and deontic logics,TERMINATED
101152661,OPTIFILT,Optical Nanofilm Spectral Filter for Next Generation Hybrid Solar CPV-T System,SIGNED
101152667,BARONET,Exploring the landscape of biomolecular condensates in enterovirus infection,SIGNED
101152670,NEAT-6G,Near-field Enhanced Accuracy Tracking for 6G Networks,SIGNED
101152674,RNA-lipid,Characterisation and design of RNA-lipid interactions for RNA therapeutics,SIGNED
101152684,EXT-PIMMCH,Extending the perovskite-inspired mixed-metal chalcohalide alloy space for solar cells,SIGNED
101152690,S-OECN,Soft Organic Electrochemical Neurons for Biochemical Sensing and Delivery,SIGNED
101152699,MemoryRecAll,Two-photon all-optical interrogation of auditory cortex circuit supporting working memory representations,SIGNED
101152700,BioFluoSens,Biocatalytic Fluorescence Switch-On Polymerizations for Signal Amplification in Ultrasensitive Diagnostics and Biosensing of Malaria,SIGNED
101152703,EREN,Mapping the Central Administration in the Later Roman Empire: The Epigraphic Representation and Elite Networks of the Palatine Bureaucracy,SIGNED
101152715,SALSA,Carbon-Based Materials Development for Sulfur Cathodes and High-Capacity Lithiated Silicon Anodes in LiSi-S Batteries,SIGNED
101152722,R2D2,Ab initio nucleaR Reactions in the Discovery perioD of exotic nuclei.,SIGNED
101152729,InnoWindFaultRiForm,Innovating the Future of Wind Power Plants: A Comprehensive Investigation into Fault Ride-Through Solutions By Grid-Forming Control,SIGNED
101152740,ENCORE,Evolution of Novel Contacts in Orthologous Regulatory Elements,SIGNED
101152749,SBI-Cardio,Simulation-Based Imaging: A New Tool for Revolutionizing the Diagnosis and Treatment of Cardiovascular Disease,SIGNED
101152750,FEAST,timing FEstivals with Archaeology and Skyscape at Greek Temples,SIGNED
101152753,BAN-BOOT,Boronic Acids as a New Strategy to Boost beta-Lactam Antibiotics for the Treatment of Tubercolosis,SIGNED
101152757,DyNPI-T2D,Dynamic Modeling of Non-Pharmacological Interventions for Type 2 Diabetes,SIGNED
101152771,FUTURE,Fostering a common approach for the regulation of Artificial Intelligence in procedural criminal systems,SIGNED
101152780,SPADE,"Social Protection and Demographic Change, 1960s-1990s",SIGNED
101152796,EUFF,Shaping the European Union Policy on Foreign Fighters,SIGNED
101152801,GREENVEST,"Green Investments, Household Finances, and Local Economic Dynamics",SIGNED
101152804,BioCataDrops,Bio-inspired catalysis in aqueous coacervate droplets: towards a softer chemistry,SIGNED
101152805,PRUNE,Uncovering the Proteomic Radial organization within the Eukaryotic Nucleus,SIGNED
101152820,HuPIPA,A Human Pancreatic Islet Perturbation Atlas (HuPIPA) to decipher diabetes-relevant regulatory networks,SIGNED
101152821,OTOM,Hydrodynamic Performance Optimization of Trimaran Vessels for Offshore Wind Operations and Maintenance,SIGNED
101152823,UFRISED,Ultra-sensitive Field-resolved Infrared Spectroscopy for Early Disease Detection,CLOSED
101152827,DMShot,Detecting and Distinguishing Majorana Modes through Atomic Scale Shot Noise,SIGNED
101152829,REBYOUTH,Rebellious Youth Movements and Alternative Music Cultures and Intersectional Critique in (Post)State Socialist Poland (1977 – 1995),SIGNED
101152830,TeCh-Coast,Technological Choices of Coastal populations : a functional perspective through the use-wear study of knapped lithic tools during the Late Mesolithic (6300-4500 cal BC) in south Norway.,SIGNED
101152832,quasi-SANTE,MYSTICAL ITALY. THE CONTESTED SIDE OF HOLINESS,SIGNED
101152834,ReSuSEE,Reshaping Sufi Path in late Modern Southeastern Europe: the teachings and networks of the Melâmȋya-nûriya,SIGNED
101152838,SynneJunctions,Exploring bacterial multicellularity: study of long-distance metal transport and intercellular junctions in Actinosynnema mirum,SIGNED
101152840,EXEMPT,Exclusionary environments of the emerging energy and political transitions,SIGNED
101152844,CAPSELL,"Chalcogenide Perovskites for Efficient, Stable, and non-toxic Solar Cells",SIGNED
101152850,ENTER,Electric natural entryways,SIGNED
101152854,FISM,Fighting with a Smile: Satirical and Humourist Voices of Resilience from Hindi Speaking Subaltern Subjects and Communities,SIGNED
101152858,XIDHIR,new eXplainable models that allow the user to Interact with them to benefit Digital Heritage Image Restoration,SIGNED
101152860,SiCyMBSIA,Silicon Cycle in the Mediterranean and Black Seas: An Isotopic Approach (SiCyMBSIA),SIGNED
101152890,SOLCAT,SOlid frustrated-Lewis-pair single-atom catalysts for efficient photoCATalytic amidation processes,SIGNED
101152892,REWCHEM,Recycling Electronic Waste to Catalyse H2 Production and CO2 Reduction Using Recovered Metals: A Step towards Circular Economy,SIGNED
101152894,THiMe,"Temporalities, Histories and Methods of Philosophy. Re-thinking the Canon of History of Philosophy and Political Thought",SIGNED
101152897,MARPERWISE,MARPERWISE: Submarine permafrost and seafloor geomorphic change in the Canadian Beaufort Sea,SIGNED
101152898,DREAMS,Dynamics and REplica Analysis of Monitored Systems,SIGNED
101152904,ICTR,Improving Clinical Trials Reporting,SIGNED
101152905,Phides,Photoionic Light Modulators for Electrochromic Devices,SIGNED
101152906,DALE,"Exploring Consumer Behavior in the Digital Age: Insights from Theory-driven, Large-scale Randomized Field Experiments on Mobile Data Alerts and Data Breach Announcements",SIGNED
101152917,HEAT-PV,HEAT-PV: High Efficiency Antimony Selenide (Sb2Se3) based Photovoltaic Devices,TERMINATED
101152919,LigMo,A genetic engineering approach for Lignification of cell walls from Moss to develop novel wood-like biomass.,SIGNED
101152924,RNA-Diffusion,RNA Dynamics prediction with Diffusion Models,SIGNED
101152927,WATER-RENEQ,Water Distribution Network Efficiency Optimisation with Resilience and Equity Quantification,CLOSED
101152933,REGENERATE,REstorative GENder-specific ExpeRiences in urbAn naTural Environments,SIGNED
101152937,lipaseTEM,Lipase immobilization for microscopic investigation of enzyme activity,SIGNED
101152943,GANIICS,G-ray Array for Neutron Induced Inelastic Cross-Section measurements,SIGNED
101152945,MiMING,Conserved and divergent mechanisms underlying cytokinesis in early vertebrate and invertebrate embryogenesis,SIGNED
101152950,OnSeaT.TraILSPACE,On Southeast Asian Terms. Tracing the Ideas of Local Sultans in the Paper Archives of Colonial Empires.,TERMINATED
101152954,PAHsSIB,Electrochemical Synthesis of Polycyclic Aromatic Hydrocarbon-Based Films for Advanced Sodium-Ion Battery Anodes,SIGNED
101152971,AGEOFAGE,"The Age of Age. The Rise of Calendar Age and Sociopolitical Age Consciousness in Early Modern Germany and Italy, c. 1650 to 1850",SIGNED
101152972,PROMINENCE,Photoelectrochemical CO2 Reduction with Surface Immobilized Mn-NHC Complexes,SIGNED
101152973,Panta Rhei,PantaRhei: Gas flows in galaxies at Cosmic Noon,SIGNED
101152976,WaninGreek,The Latin Church and the waning of Greek Sicily: the case of Patti (c. 1085–1266),TERMINATED
101152978,RENOIR,Revealing Electron phoNOn couplIng from RIXS,SIGNED
101152984,ASTRONET,Computational approaches to reveal the role of astrocytes in information processing and neural networks dynamics,SIGNED
101152987,PLATEX,Platform Experiments: How Standardized Tools and Customized Artificial Intelligence Shape Competition and Fairness Within Platform Markets,SIGNED
101152989,POLY-FEN,Paving the Way for Advanced Ferroelectric Nematic Polymer Materials: The POLY-FEN Project,SIGNED
101152999,NanOptCD,Chirality detection: nanoparticles for optimised plasmonic enhancement of circular dichroism (NanOptCD),SIGNED
101153001,QURES,Harnessing Quantum Resources in Network Communication and Their Thermodynamic Underpinnings,SIGNED
101153002,PORTAL,"Fabrication of direct bandgap, hyper-doped, thin and strain-tailored GeSn:Sb- and GeSn:Al-on-Ge layers",SIGNED
101153004,MitoDNASen,Investigating the regulation of the senescence-associated secretory phenotype (SASP) by mitochondrial DNA (mtDNA) metabolism for the development of novel senotherapies.,SIGNED
101153013,REVOLUTION_WIND,REVOLUTIONising WIND blade life-cycle through circular design and Condition-Based Monitoring using multifunctional self-sensing 3D printed bonded structures and a multi-modal machine learning approach,SIGNED
101153019,MOLMAPS,MOLecular Materials for Passivation in large Area Perovskite Solar modules,SIGNED
101153028,CARLY,Development and characterization of a novel CAR T-cell therapy for NHL,SIGNED
101153033,PaTrich,A quantitative study of periodic patterning in growing multicellular tissues: understanding trichome development,SIGNED
101153034,REMGRAM,Unlocking the secrets of remote memories: dissecting the cortico-hippocampal engram,SIGNED
101153039,CHALKS,TopologiCal ApproacH to Artificial NeurAL NetworKS,SIGNED
101153049,SOCGDGT,Innovating Sediment Oxygen Consumption Quantification: A Novel Proxy Utilizing Marine Bacterial Tetraether Lipids,SIGNED
101153050,RESOMFEM,Reconstructing social memory through Moroccan women's writing: female prison literature between the 1970's and the 2010's,TERMINATED
101153057,CLASSIC,CLimAte riSk implicationS for fInance and the real eConomy,SIGNED
101153060,GREENMULTIDIMCO2,Towards greener and more sustainable analytical approaches: Development of an integrative supercritical CO2-based multidimensional system for bioactive compound study in natural and biological samples,SIGNED
101153072,TRANSPEPTID,Developing new antibiotic peptides targeting ESKAPE bacterial trans- translation,SIGNED
101153087,ATELIER,ArTisanal productions in EarLy Iron AgE PRotourban centres of North Adriatic Region,SIGNED
101153094,IMPULSE,Isopropenyl esters (iPEs) as building blocks for the synthesis and recycling of renewable polyethers with tunable properties,SIGNED
101153098,SAMper,Boosting Efficiency and Stability of Tin-Lead Perovskite Photovoltaics with Chemically Smart Device Architectures,SIGNED
101153099,IsotopAmor,Isotopic signatures in crystalline carbonates: the role of amorphous precursors,SIGNED
101153103,Rewiring PRC2,Rewiring transcriptional regulation by the PRC2 complex using proximity inducing pharmacology,SIGNED
101153108,CiPBAT,Novel coordination polymer-based cathodes for high energy rechargeable divalent batteries,SIGNED
101153110,BioBream,"Bioplastics and plastic additives as emerging environmental pollutants on a marine key species, Gilthead Sea Bream",SIGNED
101153119,LASER4Mg,"Laser for Magnesium: the influence of laser wavelength, and feedstock quality on the optical properties of Mg alloy for industrial needs",SIGNED
101153133,MAPiT,Dissolving microneedle array patch-based psoriatic immunotherapy using nanoparticles,SIGNED
101153136,Ext-WEST,Extending Techniques in Wall-Crossing and Enumerative Sheaf Theory,TERMINATED
101153141,sRNAUR,A novel role of small RNA pathways in regulating DNA replication in polyploid cells.,TERMINATED
101153145,BioNanoAct,Graphene-enzyme-based nanohybrid agent to overcome environmental and sustainability thresholds in water management systems,SIGNED
101153152,DictyDefense,High-throughput identification of novel phage-encoded bacterial defense mechanisms against protozoan predation,SIGNED
101153154,IMMMPACCT,Integrating Multiscale Modeling of Metal Printing with Advanced Calibration and Characterization Techniques,SIGNED
101153155,UTOPCYCLE,UTOPCYCLE: THE SOCIAL MOVEMENT OF PLATFORM COOPERATIVES IN BIKE DELIVERY,SIGNED
101153162,CRINOVA,CRISPR/Cas-based innovative electrochemical multiplexed immunosensor for specific detection of ovarian carcinoma biomarkers in urine,SIGNED
101153173,YcascadE,Design and creation of a yeast platform for synthesis of chiral amines by enzymatic cascades,SIGNED
101153176,FNIT,Comprehensive Framework for the Future of Water-Energy-Food Nexus and Socio-Environmental Issues in a Transboundary River Basin (FNIT),SIGNED
101153187,NeurExCo,Synergizing Neural Network Theory and Combinatorial Optimization via Extension Complexity,TERMINATED
101153196,MIXCONDUCTORS,Electronic Mesoscale Modeling of Organic Mixed Conductors,CLOSED
101153220,ALIGHT,Antartic Living Heritage,SIGNED
101153221,NanoChain,Collective effect with ordered nanofiber-trapped atomic arrays as efficient light-matter interfaces,SIGNED
101153230,SpiM,Synthesis of pi-Magnetic Molecular Materials,CLOSED
101153233,CRiMI,The Centrioles Role in Male Infertiliy,SIGNED
101153243,PancmiR,Biomimetic collagen-based scaffolds for the study of pancreatic cancer and delivery anti-tumoural miRNA for enhanced cancer therapy.,SIGNED
101153244,BEST-TEC,Boosting the efficiency of skin thermoelectrics by developing stretchable nanocomposite substrates with tunable anisotropic thermal and electrical conductivity,SIGNED
101153247,Cert-T,Certification of real time guarrantees for reactive applications,SIGNED
101153248,EQUATOR,Equivalent Representation of Modern Power Systems with Power Electronics for Stability Analysis,SIGNED
101153257,BCLC-TANGO,Bent-Core Liquid Crystals & Tailored Aggregates and Nanostructures Generated Orthogonally,SIGNED
101153258,ELISTRA,Extending light wave scanning tunnelling microscopy to ultrafast transport phenomena,SIGNED
101153260,EPIC,Exploring the PFAS alternatives-induced immunotoxicity and impact on intercellular communication.,SIGNED
101153267,GrindTrace,Tracing Ancient Grinding Technologies in the Neolithic - Bronze Age Transition,SIGNED
101153268,FAST_TRIBONIC,Fabrication of self-powered 2D MoS2 field-effect synaptic transistors actuated by triboelectric nanogenerators for neuromorphic application,SIGNED
101153282,REALIGN,Assessing the efficacy and acceptability of timed exercise to improve glucose variability and metabolic flexibility in adults with prediabetes,SIGNED
101153288,GREAM,Breakthrough a glycyl radical enzyme long range activation mechanism,SIGNED
101153296,LIMITS,Lipid Inclusions Modulating Inflammation in Thrombotic Stroke,SIGNED
101153307,FACIP,Forensic Analysis of Concrete Through Image Processing,SIGNED
101153315,VeXaRIS,V2X Cell Free massive MIMO Networks with Active RIS: From Analytical Optimization to Federated Machine Learning,SIGNED
101153320,SMART-NRG,Solutions for constructions and bulding MAteRials based on The eNeRGy absorption,SIGNED
101153323,networkAD,Network-based prediction of spreading of tau pathology in Alzheimer’s disease: implications for clinical trials,SIGNED
101153335,ALaN,"Abortion, Law and Nature",SIGNED
101153341,Waste2Ethanol,Understanding yeasts and lactic acid bacteria interactions to develop a mixed culture bioprocess for the production of ethanol from food waste,SIGNED
101153342,XENOSEQ,Detection of Chronic Toxicity of Xenobiotes using PANDORA-seq of small non-conding RNAs,SIGNED
101153343,PhyloDRS,Phylogenomic-driven Drug Discovery from Rhodococcus and Saccharomonospora using 2D and 3D Cell Cultures,SIGNED
101153345,TuningTracks,Tuning the Tracks: Resolving the interplay between microtubule lattice conformation and kinesin-1 selectivity using cryo-EM,SIGNED
101153363,DEPI,Decoding the rules of enhancer - promoter specificity throughout development,SIGNED
101153366,ExuRoots,Biological nitrification inhibition (BNI) of the root exudates under drought stress in wheat and maize,SIGNED
101153368,Reformarchy,"The Reforming Spirit in the Age of Revolutions: The Counts of Bernstorff, Commercial Monarchy, and the Invention of Modern Liberty",SIGNED
101153374,GRANITE,Integrated AI Diagnostics in Breast Cancer,SIGNED
101153375,TEMPA-3D,Technological assessment of Mesolithic portable art in Norway and Ukraine via submillimetre 3D modelling,SIGNED
101153377,FRONT,Feeding Resilience of Odontocetes in the aNThropocene,SIGNED
101153390,TOADALAN,Does exposure to artificial light at night impacts immunity and microbiome in natural populations of an amphibian?,SIGNED
101153392,MLP4ProSim,Advancing Machine-Learned Interatomic Potentials for Proteins Simulation (MLP4ProSim): From Development to Application,SIGNED
101153415,IRMA,Ir-Religious MAsculinities: Unpacking the gendered dialectic between Islam and secularism,SIGNED
101153417,ODASMIR,Origami-DNA/AgNCs Sensor for Detection of miRNAs,SIGNED
101153422,VIRODOM,Mapping the Virological Consequences of 5500 years of Domestication and Shifting Breeding Practices in Horses and Donkeys,SIGNED
101153423,PlaneTS,Formation and evolution of habitable planets with seasons and tides,SIGNED
101153428,SynCellCluster,Programmable synthetic cell communication via coacervate-mediated dynamic clustering,SIGNED
101153432,MALAMER,Machine Learning-Assisted simulation of Metalloenzyme’s Reactivity,SIGNED
101153450,NanoBiosens,Advancing Nanoscale Devices based on Solid-State Nanochannels (SSNs) modified with (Bio)Active Building Blocks,SIGNED
101153454,CLIC,South Slavic CLItics in language Contact contexts,SIGNED
101153456,LinguaTech,"The Ghost in the Translation Machine: Charting Language Proficiency, Exploring Technology, and Making Translators Fit for a Digital Age",SIGNED
101153465,CliAgroSec,The Impacts of Climate Protection on Agricultural Productivity and Food Security,TERMINATED
101153476,BIZ-SRAMCS,Interplay of Blending and Interfacial Zones in Sustainable Recycled Asphalt Materials: A Comprehensive Mechanical Characterization and Modeling Study,SIGNED
101153494,MANOS,The MANOSphere Pill: Pathways of Boys and Men into Online Male Supremacism in Portugal and Ireland,SIGNED
101153501,Fish-PARENTHOOD,Fish sPAwner – Recruit relationship. Evaluating ENvironmental divers and beHaviOural traits Over life stages with Diverging spatial ecology,SIGNED
101153505,HistPhilMedTest,Is This A Good Medical Test?,SIGNED
101153507,Meta-SMART,Meta-stable Smart Metamaterials for Actively-controlled and Reversible Transition waves,SIGNED
101153515,ROSCURE-O2,Development and evaluation of Radical Oxygen Species (ROS)-responsive drug delivery systems to prevent and cure inflammatory and hypoxic diseases.,SIGNED
101153517,SMART-AML,SMART-AML: Shaping Marrow Adiposity to Redefine Treatment in Acute Myeloid Leukemia,SIGNED
101153525,VIBRATIONCLEAR,Inerter-based vibrating barrier for seismic protection of a cluster of building structures,SIGNED
101153528,CMEndoMod,An integrated experimental and mathematical approach to investigating endothelial barrier integrity in health and cerebral malaria,SIGNED
101153541,HOPSRES,Higher Order Parton Showers and Resummation to meet the High Luminosity LHC's accuracy goal,SIGNED
101153556,DiaMorphy,Using Single-Cell Transcriptomics to identify the Diatom Silica Morphogenesis Machinery,SIGNED
101153574,PaSS,Photocurable Solid-State batteries with self-healing property and smart-functionalities,SIGNED
101153580,NanoACATre,Rational Design of ACAT Single Enzyme Nanogels for Hepatic Fibrosis Treatment-NanoACATre,CLOSED
101153594,uQuantEV,Microfluidic EV Quantification for Point-of-Care CRC diagnostics,SIGNED
101153602,COCoVaQ,Constellation optimization for continuous variable QKD,SIGNED
101153603,CARDINAL,"CARdiac tissue Design, beating INduction, and Assessment using multiwavelength Light (CARDINAL)",SIGNED
101153616,PhotoClean,Functionalized porous organic cages for adsorption and photodegradation of per- and polyfluoroalkyl substances (PFAS),SIGNED
101153621,PYREPAX,"PYREPAX – Past, present, and future of the Pyrenean pastures",SIGNED
101153622,LINCARE,LInking laNguage to psyChologicAl well-being in immigRant communitiEs,SIGNED
101153649,FRESCOS,FREquency comb SpectrosCOpy using Specialty optical fibers,SIGNED
101153662,BattleCap-CO2,Novel bipolar Membrane-Electrode Assembly designs for Simultaneous CO2 Capture and Reduction,SIGNED
101153667,WelMovFem,Welfare on the Move: Female Mobility and Social Care Across the Early Modern Adriatic,SIGNED
101153670,INTERZEB,Algorithms of information transfer between zebrafish individuals: from perceptual decisions to collective behavior,SIGNED
101153676,OikoDefensome,Uncovering the Defensome genetic toolkit of marine embryos in the context of climate change,SIGNED
101153683,TICI-SLE,Understanding the Interaction of T cells and Immune Complexes in Systemic Lupus Erythematosus,SIGNED
101153685,LABIMO,Label-free single-molecule detection of complex biomolecule interactions in free motion,SIGNED
101153691,CROW,Creatures of Sorrow: Lay experiences of melancholy in early modern Scandinavia,SIGNED
101153693,AsterFields,Measuring the energetic cost of generating biological order,SIGNED
101153695,CST-TUNA,Combined Spatial-Temporal Models and Decadal Climate Predictions for Tuna Fisheries,SIGNED
101153708,TinyTrend,Revealing Environmental Causes of Preterm Births in a Quasi-Experimental Framework,SIGNED
101153710,REASONING,The moleculaR mEchAnismS Of dNa methylatIon reprogrammiNg in Arabidopsis sexual lineaGe,SIGNED
101153717,HOLYBIRTH,Pro-Kurdish Mevlid Commemorations in Turkey: Contested Understandings of a Popular Islamic Practice among Rival Ethno-Political Actors,SIGNED
101153722,BrainCode,Brain-inspired Intelligence for Semantic Video Compression,SIGNED
101153729,De-CAF,Decoding local crosstalk in tumor formation,SIGNED
101153734,MaResIn,Smooth muscle cell modulation by the MaR1-LGR6 duo: novel role in the resolution of human cardiovascular inflammation.,SIGNED
101153759,CO2PPER,Enantioenriched carboxylic acids from alkyl boronic esters through copper catalyzed CO2 fixation,SIGNED
101153787,EWRECA,"Enhanced silicate weathering in agricultural rice paddies: maximisation of soil carbon sequestration and crop production, while reducing the overall greenhouse gas emissions",SIGNED
101153804,ORCHID,ORCHID: Organic Reactions through Carbon addition to H2 on Interstellar Dust grains,SIGNED
101153806,Listening Audible,Making Listening Audible,SIGNED
